"","Title","Year","Length","Budget","LogBudget"
"3824","Revolution #9",2001,96,"300000",5.47712125471966
"3825","Rex: kyoryu monogatari",1993,106,"8000000",6.90308998699194
"3826","Rhapsody in Bloom",1998,92,"2200000",6.34242268082221
"3827","Rhino Brothers, The",2001,93,"850000",5.92941892571429
"3828","Rhythm Thief",1994,88,"30000",4.47712125471966
"3829","Rich Kids",1979,96,"2500000",6.39794000867204
"3830","Rich in Love",1993,105,"18000000",7.25527250510331
"3831","Richard III",1912,55,"30000",4.47712125471966
"3832","Richard Pryor: Live in Concert",1979,78,"300000",5.47712125471966
"3833","Rick, The",2004,21,"18000",4.25527250510331
"3834","Ride Beyond Vengeance",1966,101,"650000",5.81291335664286
"3835","Ride in the Whirlwind",1965,82,"70000",4.84509804001426
"3836","Ride the High Country",1962,94,"813000",5.91009054559407
"3837","Riders",2002,83,"15000000",7.17609125905568
"3838","Riders of Death Valley",1941,283,"1000000",6
"3839","Riders of Destiny",1933,53,"15000",4.17609125905568
"3840","Riding in Cars with Boys",2001,132,"48000000",7.68124123737559
"3841","Riding the Bullet",2004,98,"5000000",6.69897000433602
"3842","Right Stuff, The",1983,193,"27000000",7.43136376415899
"3843","Ring, The",2002,115,"45000000",7.65321251377534
"3844","Ringu",1998,96,"1200000",6.07918124604763
"3845","Rio Grande",1950,105,"1214899",6.0845401745879
"3846","Rio Lobo",1970,114,"4000000",6.60205999132796
"3847","Rio Peligroso: A Day in the Life of a Legendary Coyote",2004,25,"5000",3.69897000433602
"3848","Ripley's Game",2002,112,"30000000",7.47712125471966
"3849","Riptide",1934,92,"500000",5.69897000433602
"3850","Rising of the Moon, The",2002,6,"1500",3.17609125905568
"3851","Risky Business",1983,98,"6200000",6.79239168949825
"3852","River Wild, The",1994,111,"45000000",7.65321251377534
"3853","River's Edge",1986,99,"1700000",6.23044892137827
"3854","Road Trip",2000,94,"15600000",7.19312459835446
"3855","Road to El Dorado, The",2000,89,"95000000",7.97772360528885
"3856","Road to Perdition",2002,117,"80000000",7.90308998699194
"3857","Roadside Attractions",2004,15,"6500",3.81291335664286
"3858","Roadside Convenience",2003,15,"1000",3
"3859","Roar",1981,102,"17000000",7.23044892137827
"3860","Rob Roy",1995,133,"28000000",7.44715803134222
"3861","Robbie's Brother",2001,88,"1000000",6
"3862","Robe, The",1953,135,"5000000",6.69897000433602
"3863","Roberta",1935,106,"610000",5.78532983501077
"3864","Roberta Wells",2004,8,"1000",3
"3865","Robin Hood",1922,127,"1000000",6
"3866","Robin Hood",1973,83,"15000000",7.17609125905568
"3867","Robin Hood: Prince of Thieves",1991,155,"50000000",7.69897000433602
"3868","Robin and Marian",1976,106,"5000000",6.69897000433602
"3869","Robinson Crusoe on Mars",1964,110,"1200000",6.07918124604763
"3870","Robo Vampire",1988,90,"2500000",6.39794000867204
"3871","RoboCop",1987,103,"13000000",7.11394335230684
"3872","RoboCop 3",1993,104,"22000000",7.34242268082221
"3873","Robot Jox",1990,85,"10000000",7
"3874","Robot Monster",1953,66,"16000",4.20411998265593
"3875","Robots",2005,91,"75000000",7.8750612633917
"3876","Rock 'n' Roll Frankenstein",1999,88,"250000",5.39794000867204
"3877","Rock 'n' Roll High School",1979,93,"300000",5.47712125471966
"3878","Rock Around the Clock",1956,77,"300000",5.47712125471966
"3879","Rock Star",2001,105,"38000000",7.57978359661681
"3880","Rock and Roll Fantasy",1992,90,"50000",4.69897000433602
"3881","Rock, The",1996,136,"75000000",7.8750612633917
"3882","Rocketship X-M",1950,77,"94000",4.9731278535997
"3883","Rockula",1990,87,"1500000",6.17609125905568
"3884","Rocky",1976,119,"1100000",6.04139268515823
"3885","Rocky Horror Picture Show, The",1975,98,"1200000",6.07918124604763
"3886","Rocky IV",1985,91,"31000000",7.49136169383427
"3887","Roger & Me",1989,91,"160000",5.20411998265593
"3888","Rogue Trader",1999,101,"12800000",7.10720996964787
"3889","Roi danse, Le",2000,115,"21000000",7.32221929473392
"3890","Rollerball",2002,97,"70000000",7.84509804001426
"3891","Roma",2004,155,"2763806",6.44150755531344
"3892","Roman Holiday",1953,117,"1500000",6.17609125905568
"3893","Roman Scandals",1933,85,"1000000",6
"3894","Romance",1930,76,"496000",5.6954816764902
"3895","Romantic Englishwoman, The",1975,115,"1200000",6.07918124604763
"3896","Romeo + Juliet",1996,120,"14500000",7.16136800223498
"3897","Romeo Division, The",2004,25,"6000",3.77815125038364
"3898","Romeo Must Die",2000,115,"25000000",7.39794000867204
"3899","Ron's Night Out",1999,30,"50000",4.69897000433602
"3900","Ronin",1998,121,"55000000",7.74036268949424
"3901","Rookie, The",2002,127,"24000000",7.38021124171161
"3902","Room with a View, A",1985,117,"3000000",6.47712125471966
"3903","Room, The",2003,99,"6000000",6.77815125038364
"3904","Roommates",1995,108,"22000000",7.34242268082221
"3905","Root of All Evil, The",2004,101,"150000",5.17609125905568
"3906","Roots of Heaven, The",1958,121,"4500000",6.65321251377534
"3907","Roozi khe zan shodam",2000,78,"180000",5.25527250510331
"3908","Rope",1948,80,"1500000",6.17609125905568
"3909","Rosalie",1937,123,"2000000",6.30102999566398
"3910","Rose & Alexander",2002,40,"4800",3.68124123737559
"3911","Rose, The",1979,125,"8500000",6.92941892571429
"3912","Rosemary's Baby",1968,136,"3200000",6.50514997831991
"3913","Rosewood",1997,140,"31000000",7.49136169383427
"3914","Rounders",1998,121,"12000000",7.07918124604763
"3915","Route 666",2001,86,"2300000",6.36172783601759
"3916","Roy",2000,11,"500000",5.69897000433602
"3917","Royal Tenenbaums, The",2001,111,"21000000",7.32221929473392
"3918","Royal Wedding",1951,93,"1590920",6.20164834153716
"3919","Ruby in Paradise",1993,114,"800000",5.90308998699194
"3920","Rugrats Go Wild!",2003,81,"25000000",7.39794000867204
"3921","Rugrats Movie, The",1998,79,"28000000",7.44715803134222
"3922","Rugrats in Paris: The Movie - Rugrats II",2000,78,"30000000",7.47712125471966
"3923","Rules of Attraction, The",2002,110,"4000000",6.60205999132796
"3924","Rules of Engagement",2000,128,"60000000",7.77815125038364
"3925","Rules, The",2004,29,"20000",4.30102999566398
"3926","Rumble Fish",1983,94,"10000000",7
"3927","Rumpelstiltskin",1996,87,"3000000",6.47712125471966
"3928","Run, Angel, Run",1969,95,"96000",4.98227123303957
"3929","Runaway Bride",1999,116,"70000000",7.84509804001426
"3930","Runaway Jury",2003,127,"60000000",7.77815125038364
"3931","Rundown, The",2003,104,"85000000",7.92941892571429
"3932","Running Brave",1983,106,"8000000",6.90308998699194
"3933","Running Man, The",1987,101,"27000000",7.43136376415899
"3934","Running Out",2001,97,"50000",4.69897000433602
"3935","Running Time",1997,70,"120000",5.07918124604763
"3936","Rush Hour",1998,93,"35000000",7.54406804435028
"3937","Rush Hour 2",2001,86,"90000000",7.95424250943933
"3938","Rushmore",1998,93,"10000000",7
"3939","Rutland, USA",2002,100,"4000",3.60205999132796
"3940","Ryan's Daughter",1970,202,"15000000",7.17609125905568
"3941","Rymdinvasion i Lappland",1959,81,"40000",4.60205999132796
"3942","S.C.I.E.N.C.E",2004,96,"3000",3.47712125471966
"3943","S.W.A.T.",2003,117,"80000000",7.90308998699194
"3944","SSSSSSS",1973,99,"1300000",6.11394335230684
"3945","Saadia",1953,82,"1250000",6.09691001300806
"3946","Sabrina",1954,113,"2238813",6.35001782003739
"3947","Sabrina",1995,127,"58000000",7.76342799356294
"3948","Sacred Is the Flesh",2001,94,"300000",5.47712125471966
"3949","Saddle Buster, The",1932,59,"38000",4.57978359661681
"3950","Safe Men",1998,88,"1000000",6
"3951","Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent, The",1957,66,"65000",4.81291335664286
"3952","Sahara",1983,111,"25000000",7.39794000867204
"3953","Sahara",2005,124,"130000000",8.11394335230684
"3954","Saint, The",1997,116,"70000000",7.84509804001426
"3955","Saints and Soldiers",2003,90,"780000",5.89209460269048
"3956","Sally and Angela",2001,12,"5000",3.69897000433602
"3957","Salton Sea, The",2002,107,"18000000",7.25527250510331
"3958","Salvador",1986,123,"4500000",6.65321251377534
"3959","Same Difference",2003,14,"7000",3.84509804001426
"3960","Samsara",2001,138,"3000000",6.47712125471966
"3961","San Francisco",1936,115,"1300000",6.11394335230684
"3962","Sand Pebbles, The",1966,193,"12000000",7.07918124604763
"3963","Sandpiper, The",1965,117,"5300000",6.72427586960079
"3964","Sands of Iwo Jima",1949,109,"1000000",6
"3965","Sangre eterna",2002,108,"25000",4.39794000867204
"3966","Sankofa",1993,125,"1000000",6
"3967","Santa Claus",1985,107,"50000000",7.69897000433602
"3968","Santa Claus Conquers the Martians",1964,81,"200000",5.30102999566398
"3969","Santa Clause 2, The",2002,105,"60000000",7.77815125038364
"3970","Santa sangre",1989,123,"787000",5.89597473235906
"3971","Santos peregrinos",2004,94,"900000",5.95424250943933
"3972","Sara",1997,105,"835000",5.9216864754836
"3973","Saratoga Trunk",1945,135,"1750000",6.24303804868629
"3974","Saturn",1999,94,"350000",5.54406804435028
"3975","Satyricon",1969,129,"3000000",6.47712125471966
"3976","Savage",1995,99,"5000000",6.69897000433602
"3977","Savage Roses",2002,90,"15000",4.17609125905568
"3978","Save the Last Dance",2001,112,"13000000",7.11394335230684
"3979","Saved!",2004,92,"5000000",6.69897000433602
"3980","Saving Private Ryan",1998,170,"70000000",7.84509804001426
"3981","Saving Ryan's Privates",1998,8,"6500",3.81291335664286
"3982","Saving Silverman",2001,96,"22000000",7.34242268082221
"3983","Savior",1998,104,"10000000",7
"3984","Saw",2004,100,"1200000",6.07918124604763
"3985","Say It Isn't So",2001,93,"25000000",7.39794000867204
"3986","Scam Artist, The",2004,76,"500000",5.69897000433602
"3987","Scanner Cop II",1995,95,"4000000",6.60205999132796
"3988","Scaramouche",1923,101,"858723",5.93385309517928
"3989","Scaramouche",1952,115,"3500000",6.54406804435028
"3990","Scarface",1983,170,"25000000",7.39794000867204
"3991","Scarlet Clue, The",1945,65,"75000",4.8750612633917
"3992","Scarlet Empress, The",1934,104,"900000",5.95424250943933
"3993","Scarlet Letter, The",1926,98,"430290",5.63376125313511
"3994","Scarlet Letter, The",1995,135,"50000000",7.69897000433602
"3995","Scarlett Mecca and the Pentagram Girl",2000,20,"20000",4.30102999566398
"3996","Scary Movie",2000,88,"19000000",7.27875360095283
"3997","Scary Movie 2",2001,83,"45000000",7.65321251377534
"3998","Scary Movie 3",2003,84,"45000000",7.65321251377534
"3999","Scene Smoking: Cigarettes, Cinema & the Myth of Cool",2001,59,"145000",5.16136800223498
"4000","Scene Stealers",2004,99,"75000",4.8750612633917
"4001","Schindler's List",1993,195,"25000000",7.39794000867204
"4002","Schizopolis",1996,96,"250000",5.39794000867204
"4003","School Daze",1988,121,"6500000",6.81291335664286
"4004","School of Rock, The",2003,108,"20000000",7.30102999566398
"4005","Scooby-Doo",2002,86,"84000000",7.92427928606188
"4006","Score, The",2001,124,"68000000",7.83250891270624
"4007","Scorpio Rising",1964,30,"16000",4.20411998265593
"4008","Scorpion King, The",2002,92,"60000000",7.77815125038364
"4009","Scream",1996,111,"15000000",7.17609125905568
"4010","Scream 2",1997,120,"24000000",7.38021124171161
"4011","Scream 3",2000,116,"40000000",7.60205999132796
"4012","Screamers",1995,108,"11000000",7.04139268515823
"4013","Screen Test",1985,84,"1000000",6
"4014","Screwballs",1983,80,"800000",5.90308998699194
"4015","Screwed",2000,78,"10000000",7
"4016","Se7en",1995,127,"30000000",7.47712125471966
"4017","Sea Ghost",2004,90,"1500000",6.17609125905568
"4018","Sea Hawk, The",1940,127,"1700000",6.23044892137827
"4019","Seabiscuit",2003,141,"86000000",7.93449845124357
"4020","Search and Destroy",1995,90,"4000000",6.60205999132796
"4021","Searchers, The",1956,119,"3750000",6.57403126772772
"4022","Searching for Angela Shelton",2004,93,"300000",5.47712125471966
"4023","Searching for Debra Winger",2002,97,"600000",5.77815125038364
"4024","Secondhand Lions",2003,120,"30000000",7.47712125471966
"4025","Secret Beyond the Door...",1948,99,"615065",5.78892101439273
"4026","Secret Ceremony",1968,109,"3200000",6.50514997831991
"4027","Secret Cinema, The",1968,30,"5000",3.69897000433602
"4028","Secret Invasion, The",1964,95,"600000",5.77815125038364
"4029","Secret Journal of Benny Travis, The",2003,29,"51000",4.70757017609794
"4030","Secret Kingdom, The",1998,90,"800000",5.90308998699194
"4031","Secret Life of Girls, The",1999,90,"2500000",6.39794000867204
"4032","Secret Window",2004,96,"40000000",7.60205999132796
"4033","Secret of the Purple Reef, The",1960,81,"86000",4.93449845124357
"4034","Secrets",1933,90,"531641",5.72561846622694
"4035","Secrets & Lies",1996,136,"4500000",6.65321251377534
"4036","See Spot Run",2001,94,"16000000",7.20411998265593
"4037","Seed of Chucky",2004,87,"12000000",7.07918124604763
"4038","Selena",1997,127,"20000000",7.30102999566398
"4039","Sensations",1975,86,"250000",5.39794000867204
"4040","Sense and Sensibility",1995,136,"16500000",7.21748394421391
"4041","Sensitive New-Age Killer",2000,88,"1000000",6
"4042","Sentinel, The",1977,92,"3700000",6.56820172406699
"4043","September",1987,82,"10000000",7
"4044","Serendipity",2001,90,"28000000",7.44715803134222
"4045","Sergeant York",1941,134,"1400000",6.14612803567824
"4046","Serial Mom",1994,95,"13000000",7.11394335230684
"4047","Series of Small Things, A",2005,23,"15000",4.17609125905568
"4048","Serpent and the Rainbow, The",1988,98,"7000000",6.84509804001426
"4049","Serpent's Kiss, The",1997,104,"13000000",7.11394335230684
"4050","Serpent's Lair",1995,90,"4000000",6.60205999132796
"4051","Serving Sara",2002,99,"29000000",7.46239799789896
"4052","Session 9",2001,97,"1500000",6.17609125905568
"4053","Set It Off",1996,123,"9000000",6.95424250943933
"4054","Setta, La",1991,112,"2000000",6.30102999566398
"4055","Seven Days in May",1964,118,"2200000",6.34242268082221
"4056","Seven Sinners",1940,87,"760000",5.88081359228079
"4057","Seven Year Itch, The",1955,105,"3200000",6.50514997831991
"4058","Seven Years in Tibet",1997,139,"70000000",7.84509804001426
"4059","Seventh Coin, The",1993,92,"900000",5.95424250943933
"4060","Sex, Lies, and Videotape",1989,100,"1200000",6.07918124604763
"4061","Sgt. Bilko",1996,93,"39000000",7.5910646070265
"4062","Sgt. Pepper's Lonely Hearts Club Band",1978,113,"18000000",7.25527250510331
"4063","Sh'Chur",1994,100,"700000",5.84509804001426
"4064","Shade",2003,101,"6800000",6.83250891270624
"4065","Shadow Conspiracy",1997,103,"45000000",7.65321251377534
"4066","Shadow of the Vampire",2000,87,"8000000",6.90308998699194
"4067","Shadow, The",1994,108,"40000000",7.60205999132796
"4068","Shadowlands",2003,91,"500000",5.69897000433602
"4069","Shadows Over Chinatown",1946,64,"75000",4.8750612633917
"4070","Shadows and Fog",1992,85,"14000000",7.14612803567824
"4071","Shaft",1971,100,"1125000",6.05115252244738
"4072","Shaft",2000,99,"46000000",7.66275783168157
"4073","Shake, Rattle & Rock!",1956,72,"79000",4.89762709129044
"4074","Shakes the Clown",1992,87,"1400000",6.14612803567824
"4075","Shakespeare in Love",1998,122,"25000000",7.39794000867204
"4076","Shakespeare's Children",1996,50,"100000",5
"4077","Shalako",1968,113,"1455000",6.16286299332193
"4078","Shall We Dance",1937,109,"991000",5.99607365448528
"4079","Shall We Dance",2004,106,"40000000",7.60205999132796
"4080","Shallow Grave",1994,93,"2500000",6.39794000867204
"4081","Shallow Hal",2001,113,"40000000",7.60205999132796
"4082","Shampoo Horns",1998,89,"2500000",6.39794000867204
"4083","Shanghai Cobra, The",1945,64,"75000",4.8750612633917
"4084","Shanghai Gesture, The",1941,98,"1000000",6
"4085","Shanghai Knights",2003,114,"50000000",7.69897000433602
"4086","Shanghai Noon",2000,110,"55000000",7.74036268949424
"4087","Shanghai Surprise",1986,97,"17000000",7.23044892137827
"4088","Shape of Things, The",2003,96,"4000000",6.60205999132796
"4089","Shards",2004,23,"38000",4.57978359661681
"4090","Shark Tale",2004,90,"75000000",7.8750612633917
"4091","Sharks 3D",2004,42,"4000000",6.60205999132796
"4092","Shattered Glass",2003,95,"6000000",6.77815125038364
"4093","Shaun of the Dead",2004,99,"4000000",6.60205999132796
"4094","Shawshank Redemption, The",1994,142,"25000000",7.39794000867204
"4095","She Demons",1958,77,"65000",4.81291335664286
"4096","She Done Him Wrong",1933,66,"200000",5.30102999566398
"4097","She Freak",1967,83,"65000",4.81291335664286
"4098","She Gods of Shark Reef",1958,63,"50000",4.69897000433602
"4099","She Had to Say Yes",1933,65,"111000",5.04532297878666
"4100","She Wore a Yellow Ribbon",1949,103,"1600000",6.20411998265593
"4101","She's All That",1999,95,"10000000",7
"4102","She's Gotta Have It",1986,88,"160000",5.20411998265593
"4103","She's So Lovely",1997,100,"18000000",7.25527250510331
"4104","She's the One",1996,96,"3500000",6.54406804435028
"4105","She-Creature, The",1956,77,"100000",5
"4106","Sheena",1984,117,"25000000",7.39794000867204
"4107","Shelter",2003,80,"125000",5.09691001300806
"4108","Shelter Island",2003,82,"5000000",6.69897000433602
"4109","Shichinin no samurai",1954,206,"500000",5.69897000433602
"4110","Shine",1996,105,"5500000",6.74036268949424
"4111","Shining, The",1980,146,"19000000",7.27875360095283
"4112","Shipping News, The",2001,111,"35000000",7.54406804435028
"4113","Shock",1946,70,"375000",5.57403126772772
"4114","Shock Act",2004,19,"50000",4.69897000433602
"4115","Shock Treatment",1981,94,"3500000",6.54406804435028
"4116","Shock Waves",1977,90,"200000",5.30102999566398
"4117","Shock, The",1923,96,"90220",4.95530282276169
"4118","Shooter",2004,24,"25000",4.39794000867204
"4119","Shooting Fish",1997,103,"3000000",6.47712125471966
"4120","Shopping for Fangs",1997,90,"100000",5
"4121","Short Cut to Nirvana: Kumbh Mela",2004,85,"200000",5.30102999566398
"4122","Shot at Glory, A",2000,114,"9000000",6.95424250943933
"4123","Shotgun Wedding",2003,24,"2000",3.30102999566398
"4124","Shottas",2002,95,"200000",5.30102999566398
"4125","Show Boat",1951,107,"2295429",6.36086386413097
"4126","Showboy",2002,93,"300000",5.47712125471966
"4127","Showgirls",1995,131,"45000000",7.65321251377534
"4128","Showtime",2002,96,"85000000",7.92941892571429
"4129","Shrek",2001,90,"60000000",7.77815125038364
"4130","Shrek 2",2004,92,"75000000",7.8750612633917
"4131","Shrink Is In, The",2001,87,"6000000",6.77815125038364
"4132","Shtei Etzbaot Mi'Tzidon",1986,91,"80000",4.90308998699194
"4133","Shutter",2001,24,"15000",4.17609125905568
"4134","Sibirskiy tsiryulnik",1998,275,"35000000",7.54406804435028
"4135","Sid and Nancy",1986,110,"4000000",6.60205999132796
"4136","Sidewalks of New York",2001,108,"1000000",6
"4137","Sideways",2004,123,"16000000",7.20411998265593
"4138","Siege, The",1998,116,"70000000",7.84509804001426
"4139","Sign of the Pagan",1954,92,"1300000",6.11394335230684
"4140","Signs",2002,108,"72000000",7.85733249643127
"4141","Silence of the Lambs, The",1991,118,"19000000",7.27875360095283
"4142","Silencio",2002,30,"10000",4
"4143","Silent Amy",2004,41,"7000",3.84509804001426
"4144","Silent Cry",2002,85,"4500000",6.65321251377534
"4145","Silent Movie",1976,87,"4400000",6.64345267648619
"4146","Silent Night, Deadly Night",1984,85,"750000",5.8750612633917
"4147","Silent Night, Deadly Night Part 2",1987,88,"250000",5.39794000867204
"4148","Silent Trigger",1996,90,"15000000",7.17609125905568
"4149","Silenzio dei prosciutti, Il",1994,81,"3000000",6.47712125471966
"4150","Silk Stockings",1957,117,"1853463",6.26798392079115
"4151","Silmido",2003,135,"8000000",6.90308998699194
"4152","Silver Bullet",1985,95,"7000000",6.84509804001426
"4153","Silver Chalice, The",1954,142,"4500000",6.65321251377534
"4154","Silverado",1985,127,"26000000",7.41497334797082
"4155","Simon Birch",1998,113,"20000000",7.30102999566398
"4156","Simon: An English Legionnaire",2002,90,"3500000",6.54406804435028
"4157","Simple Plan, A",1998,121,"17000000",7.23044892137827
"4158","Simple Wish, A",1997,89,"28000000",7.44715803134222
"4159","Simply Irresistible",1999,94,"6000000",6.77815125038364
"4160","Sin City",2005,124,"45500000",7.65801139665711
"4161","Sin of Harold Diddlebock, The",1947,89,"1712959",6.23374696816875
"4162","Sinbad: Legend of the Seven Seas",2003,86,"60000000",7.77815125038364
"4163","Since You Went Away",1944,172,"2400000",6.38021124171161
"4164","Sindrome di Stendhal, La",1996,113,"3800000",6.57978359661681
"4165","Sinful Davey",1969,95,"3000000",6.47712125471966
"4166","Singin' in the Rain",1952,103,"2540800",6.404970480747
"4167","Singing Detective, The",2003,109,"10000000",7
"4168","Single Standard, The",1929,73,"336000",5.52633927738984
"4169","Single and Dealing with It",2003,86,"175000",5.24303804868629
"4170","Singles Ward, The",2002,102,"500000",5.69897000433602
"4171","Sinnui yauman",1987,92,"5600000",6.7481880270062
"4172","Sins of Jezebel",1953,74,"100000",5
"4173","Sins of the Fleshapoids",1965,40,"1000",3
"4174","Sirota kazanskaya",1997,82,"800000",5.90308998699194
"4175","Sista vals, En",2001,14,"35000",4.54406804435028
"4176","Sisters",1973,92,"500000",5.69897000433602
"4177","Sit and Spin",2002,20,"50000",4.69897000433602
"4178","Siunin Wong Fei-hung tsi titmalau",1993,90,"2000000",6.30102999566398
"4179","Six Days Seven Nights",1998,101,"70000000",7.84509804001426
"4180","Six-String Samurai",1998,91,"2000000",6.30102999566398
"4181","Sixteen Candles",1984,93,"6500000",6.81291335664286
"4182","Sixth Sense, The",1999,107,"55000000",7.74036268949424
"4183","Sjunde inseglet, Det",1957,92,"150000",5.17609125905568
"4184","Skeleton Dance, The",1929,6,"5386",3.73126634907549
"4185","Skeletons",1996,87,"2200000",6.34242268082221
"4186","Skeletons in the Closet",2000,86,"1500000",6.17609125905568
"4187","Skin Deep",2003,89,"400000",5.60205999132796
"4188","Skullduggery",1970,105,"4500000",6.65321251377534
"4189","Skulls, The",2000,106,"15000000",7.17609125905568
"4190","Sky Bandits",1986,95,"18000000",7.25527250510331
"4191","Sky Captain and the World of Tomorrow",2004,106,"40000000",7.60205999132796
"4192","Slacker",1991,97,"23000",4.36172783601759
"4193","Slackers",2002,86,"11000000",7.04139268515823
"4194","Slam",1998,100,"1000000",6
"4195","Slap Her... She's French",2002,92,"10000000",7
"4196","Slashers",2001,97,"165000",5.21748394421391
"4197","Slaughter Rule, The",2002,112,"500000",5.69897000433602
"4198","Sledgehammer",1983,87,"40000",4.60205999132796
"4199","Sleepaway Camp",1983,84,"350000",5.54406804435028
"4200","Sleeper",1973,89,"2000000",6.30102999566398
"4201","Sleepers",1996,147,"44000000",7.64345267648619
"4202","Sleeping Beauty",1959,75,"6000000",6.77815125038364
"4203","Sleeping Dictionary, The",2003,109,"12000000",7.07918124604763
"4204","Sleepless in Seattle",1993,105,"21000000",7.32221929473392
"4205","Sleepover",2004,89,"10000000",7
"4206","Sleepwalk",2000,98,"100000",5
"4207","Sleepwalker",1993,2,"15000",4.17609125905568
"4208","Sleepy Hollow",1999,105,"65000000",7.81291335664286
"4209","Slog Movie, The",1982,59,"5000",3.69897000433602
"4210","Slumber Party Massacre, The",1982,77,"250000",5.39794000867204
"4211","Slums of Beverly Hills",1998,92,"5000000",6.69897000433602
"4212","Small Soldiers",1998,110,"40000000",7.60205999132796
"4213","Small Time Crooks",2000,94,"18000000",7.25527250510331
"4214","Smile Like Yours, A",1997,98,"18000000",7.25527250510331
"4215","Smilla's Sense of Snow",1997,120,"35000000",7.54406804435028
"4216","Smoke",1995,112,"7000000",6.84509804001426
"4217","Smoke Signals",1998,88,"2000000",6.30102999566398
"4218","Smokin' Stogies",2001,98,"280000",5.44715803134222
"4219","Snackers",2004,10,"13000",4.11394335230684
"4220","Snake Eyes",1998,98,"73000000",7.86332286012046
"4221","Snatch.",2000,102,"10000000",7
"4222","Snell Show, The",2003,8,"6000",3.77815125038364
"4223","Snitch",1998,90,"11000000",7.04139268515823
"4224","Snow Day",2000,89,"13000000",7.11394335230684
"4225","Snow Dogs",2002,99,"35000000",7.54406804435028
"4226","Snow Falling on Cedars",1999,127,"36000000",7.55630250076729
"4227","Snow White and the Seven Dwarfs",1937,83,"1488000",6.17260293120986
"4228","Snow White and the Three Stooges",1961,107,"3500000",6.54406804435028
"4229","So Ends Our Night",1941,122,"401000",5.60314437262018
"4230","Social Intercourse",1998,90,"15000",4.17609125905568
"4231","Soft for Digging",2001,74,"6000",3.77815125038364
"4232","Soho Square",2000,79,"7000",3.84509804001426
"4233","Sol Goode",2001,99,"3000000",6.47712125471966
"4234","Solar Crisis",1990,112,"55000000",7.74036268949424
"4235","Solaris",2002,99,"47000000",7.67209785793572
"4236","Soldier",1998,98,"75000000",7.8750612633917
"4237","Soldier's Leap, The",1998,26,"75000",4.8750612633917
"4238","Soldier, The",2003,10,"3000",3.47712125471966
"4239","Soldiers Pay",2004,35,"180000",5.25527250510331
"4240","Soliloquy",2001,29,"3000",3.47712125471966
"4241","Soliloquy",2003,93,"89000",4.94939000664491
"4242","Solitaire for 2",1995,106,"1500000",6.17609125905568
"4243","Solitude",2005,74,"5000",3.69897000433602
"4244","Solomon Bernstein's Bathroom",2000,20,"35000",4.54406804435028
"4245","Solomon and Sheba",1959,141,"5000000",6.69897000433602
"4246","Solstice",1994,48,"130000",5.11394335230684
"4247","Some Like It Hot",1959,120,"2883848",6.45997236613723
"4248","Someone Like You...",2001,97,"23000000",7.36172783601759
"4249","Something Weird",1967,80,"35000",4.54406804435028
"4250","Something Wicked This Way Comes",1983,95,"19000000",7.27875360095283
"4251","Something to Sing About",1937,93,"900000",5.95424250943933
"4252","Sometimes They Come Back... Again",1996,98,"3000000",6.47712125471966
"4253","Sometimes They Come Back... for More",1999,89,"2000000",6.30102999566398
"4254","Somewhere in Time",1980,103,"5100000",6.70757017609794
"4255","Son",2002,125,"2000000",6.30102999566398
"4256","Son of Kong, The",1933,70,"250000",5.39794000867204
"4257","Son of the Mask",2005,94,"74000000",7.86923171973098
"4258","Song Is Born, A",1948,113,"2400000",6.38021124171161
"4259","Song jia huang chao",1997,145,"50000000",7.69897000433602
"4260","Song of Bernadette, The",1943,156,"2000000",6.30102999566398
"4261","Songcatcher",2000,109,"1800000",6.25527250510331
"4262","Sons of Provo",2004,93,"200000",5.30102999566398
"4263","Sorcerer",1977,93,"22000000",7.34242268082221
"4264","Sorority Babes in the Slimeball Bowl-O-Rama",1988,80,"90000",4.95424250943933
"4265","Sorority Boys",2002,93,"12000000",7.07918124604763
"4266","Sorority House Vampires",1998,86,"50000",4.69897000433602
"4267","Sorte Nula",2004,85,"150000",5.17609125905568
"4268","Soul Assassin",2001,96,"7000000",6.84509804001426
"4269","Soul Food",1997,114,"7500000",6.8750612633917
"4270","Soul Plane",2004,92,"16000000",7.20411998265593
"4271","Soul Survivors",2001,84,"14000000",7.14612803567824
"4272","Sound of Music, The",1965,174,"8200000",6.91381385238372
"4273","South Beach",1992,93,"800000",5.90308998699194
"4274","South Pacific",1958,171,"6000000",6.77815125038364
"4275","South Park: Bigger Longer & Uncut",1999,81,"21000000",7.32221929473392
"4276","Space Available",2004,15,"18000",4.25527250510331
"4277","Space Between, The",2002,19,"12000",4.07918124604763
"4278","Space Between, The",2004,60,"1500",3.17609125905568
"4279","Space Cowboys",2000,130,"65000000",7.81291335664286
"4280","Space Jam",1996,87,"80000000",7.90308998699194
"4281","Space Truckers",1996,95,"25000000",7.39794000867204
"4282","Space-Thing",1968,69,"17500",4.24303804868629
"4283","Spaceballs",1987,96,"22700000",7.35602585719312
"4284","Spaced Invaders",1990,100,"3000000",6.47712125471966
"4285","Spacehunter: Adventures in the Forbidden Zone",1983,90,"14400000",7.15836249209525
"4286","Spaceman",1997,88,"50000",4.69897000433602
"4287","Spandex: A Father's Tale",2005,21,"30000",4.47712125471966
"4288","Spanglish",2004,130,"80000000",7.90308998699194
"4289","Spanish Judges",1999,98,"3500000",6.54406804435028
